0.2452319,-14.0492400,6.1755785
0.2399146,-14.2497676,5.7571362
0.2347896,-14.4497271,5.3140966
0.2300918,-14.6481363,4.8432204
0.2259616,-14.8498360,4.3213372
0.2216213,-15.0498059,3.7202545
0.2170528,-15.2473609,3.0275979
0.2073281,-15.4460780,2.3459526
0.1962136,-15.6428288,1.8084448
0.2082600,-15.8475671,1.8012573
0.3391305,-15.9418286,1.7940410
0.5441215,-15.9654886,2.3035325
0.7394592,-15.9749541,2.7161088
0.9405259,-15.9729879,3.0711026
1.1393214,-15.9795115,3.3866897
1.3400344,-15.9863907,3.6730596
1.5397104,-15.9937671,3.9366102
1.7384602,-16.0015396,4.1816737
1.9374589,-16.0096535,4.4113469
2.1370716,-16.0180372,4.6279355
2.3363291,-16.0265603,4.8332118
2.5350891,-16.0351409,5.0285739
2.7345166,-16.0437700,5.2151479
2.9341121,-16.0523814,5.3938574
3.1328272,-16.0608992,5.5654710
3.3322316,-16.0693717,5.7306367
3.5317138,-16.0777625,5.8899072
3.7306153,-16.0860422,6.0437585
3.9300664,-16.0942600,6.1926041
4.1293208,-16.1023939,6.3368060
4.3284710,-16.1104628,6.4766834
4.5279048,-16.1184785,6.6125193
4.7270352,-16.1264362,6.7445666
4.9263472,-16.1344448,6.8730519
5.1256324,-16.1423401,6.9981793
5.3250674,-16.1498663,7.1201339
5.5243294,-16.1572815,7.2390835
5.7235041,-16.1648063,7.3551816
5.9228579,-16.1723660,7.4685684
6.1219241,-16.1799226,7.5793727
6.3212303,-16.1875105,7.6877132
6.5204996,-16.1951104,7.7936994
6.7195554,-16.2027097,7.8974329
6.9189197,-16.2103264,7.9990079
7.1181417,-16.2179403,8.0985119
7.3172329,-16.2255491,8.1960268
7.5165907,-16.2331663,8.2916289
7.7157937,-16.2407744,8.3853896
7.9149502,-16.2483763,8.4773761
8.1142566,-16.2559785,8.5676512
8.3134566,-16.2635730,8.6562743
8.5126524,-16.2711606,8.7433012
8.7119231,-16.2787400,8.8287847
8.9111279,-16.2863333,8.9127745
9.1103467,-16.2939097,8.9953180
9.3095953,-16.3013965,9.0764597
9.5087986,-16.3091593,9.1562421
9.7080263,-16.3167821,9.2347056
9.9072990,-16.3226418,9.3118884
10.1066215,-16.3276652,9.3878270
10.3059274,-16.3330475,9.4625564
10.5051992,-16.3384361,9.5361095
10.7045200,-16.3437688,9.6085182
10.9038234,-16.3491342,9.6798127
11.1030828,-16.3545087,9.4892096
11.3024253,-16.3598910,9.1975869
11.5017097,-16.3652847,8.8987111
11.7009636,-16.3706901,8.5918905
11.9003378,-16.3761108,8.2762592
12.0995751,-16.3815406,7.9507675
12.2988541,-16.3869851,7.6139880
12.4982702,-16.3924451,7.2642993
12.6973978,-16.3979066,6.9000716
12.8966798,-16.4033861,6.5184930
13.0961974,-16.4088827,6.1161008
13.2964137,-16.4143960,5.6895439
13.4968227,-16.4198909,5.2318721
13.6946819,-16.4253443,4.7384999
13.8965947,-16.4311983,4.2085871
14.0971441,-16.4381290,3.6296637
14.2957574,-16.4478727,3.0149046
14.4949826,-16.4667767,2.2380189
14.6810305,-16.4975806,0.9689877
14.8906967,-16.5311794,0.9651365
14.9256775,-16.3619409,0.9612699
14.9402437,-16.1612473,1.7407088
14.9401936,-15.9634348,2.2625767
14.9416718,-15.7643649,2.6817408
14.9476297,-15.5655171,3.0409935
14.9538371,-15.3646478,3.3596293
14.9607987,-15.1646543,3.6483241
14.9678090,-14.9654841,3.9137258
14.9746987,-14.7662849,4.1603103
14.9815252,-14.5668839,4.3912633
14.9883510,-14.3677747,4.6089491
14.9951474,-14.1686566,4.8151806
15.0018950,-13.9692108,5.0113844
15.0085633,-13.7699345,5.1987082
15.0151357,-13.5708712,5.3780913
15.0216224,-13.3714175,5.5503147
15.0280017,-13.1720868,5.7160362
15.0342693,-12.9729969,5.8758162
15.0404475,-12.7735243,6.0301370
15.0465231,-12.5742429,6.1794172
15.0525050,-12.3750746,6.3240229
15.0584157,-12.1755725,6.4642770
15.0642444,-11.9763930,6.6004655
15.0700072,-11.7771466,6.7328438
15.0757221,-11.5775750,6.8616406
15.0813859,-11.3783890,6.9870621
15.0870377,-11.1789619,7.1092948
15.0926880,-10.9796575,7.2285082
15.0983508,-10.7803525,7.3448567
15.1039802,-10.5810674,7.4584818
15.1096143,-10.3817656,7.5695133
15.1154157,-10.1824663,7.6780707
15.1208919,-9.9831655,7.7842643
15.1255373,-9.7838359,7.8881964
15.1300154,-9.5844971,7.9899617
15.1346511,-9.3851843,8.0896485
15.1392642,-9.1858299,8.1873391
15.1438485,-8.9865038,8.2831101
15.1484417,-8.7871826,8.3770336
15.1530429,-8.5878159,8.4691769
15.1576017,-8.3885240,8.5596034
15.1621412,-8.1891585,8.6483727
15.1668547,-7.9898082,8.7355409
15.1712687,-7.7905728,8.8211611
15.1747253,-7.5911099,8.9052832
15.1779070,-7.3917463,8.9879549
15.1812492,-7.1924789,9.0692208
15.1845511,-6.9929952,9.1491238
15.1877967,-6.7936877,9.2277042
15.1910289,-6.5943651,9.3050007
15.1942352,-6.3948909,9.3810497
15.1974084,-6.1956373,9.4558864
15.2005575,-5.9962528,9.5295440
15.2036791,-5.7967949,9.6020543
15.2067815,-5.5975848,9.6734478
15.2098699,-5.3981540,9.7437535
15.2128948,-5.1987077,9.8129994
15.2160122,-4.9995171,9.6066285
15.2191597,-4.8000803,9.3624203
15.2214540,-4.6006202,9.1117028
15.2231989,-4.4014031,8.8340434
15.2251389,-4.2020005,8.5370289
15.2271188,-4.0025197,8.2192972
15.2290993,-3.8032753,7.8940188
15.2311401,-3.6039724,7.5564029
15.2332364,-3.4043694,7.2073636
15.2354242,-3.2048387,6.8463246
15.2377904,-3.0059553,6.4722101
15.2404863,-2.8059416,6.0793725
15.2435892,-2.6064007,5.6666965
15.2472897,-2.4073496,5.2257307
15.2516711,-2.2084388,4.7439457
15.2567583,-2.0088158,4.2391028
15.2635545,-1.8093083,3.6654370
15.2681843,-1.6116164,2.9888571
15.2778965,-1.4110322,2.1399405
15.2856156,-1.2110717,1.7679334
15.2011903,-1.0384281,1.7609068
15.0224065,-0.9567536,1.7538522
14.8185591,-0.9206610,2.2726233
14.6246347,-0.8956218,2.6901548
14.4256857,-0.8931259,3.0483568
14.2293773,-0.9026508,3.3662424
14.0316866,-0.9085605,3.6543661
13.8327409,-0.9076264,3.9193137
13.6336282,-0.9032319,4.1655254
13.4336426,-0.8973599,4.3961650
13.2323593,-0.8911230,4.6135822
13.0345032,-0.8851963,4.8195799
12.8354769,-0.8796721,5.0155779
12.6344230,-0.8746223,5.2027184
12.4361215,-0.8701704,5.3819368
12.2364413,-0.8661784,5.5540112
12.0363674,-0.8626123,5.7195969
11.8374965,-0.8594266,5.8792525
11.6372921,-0.8565067,6.0334586
11.4382748,-0.8538156,6.1826327
11.2385595,-0.8512471,6.3271398
11.0391827,-0.8487507,6.4673019
10.8394961,-0.8462745,6.6034044
10.6402032,-0.8437607,6.7357018
10.4401529,-0.8411113,6.8644226
10.2414889,-0.8383105,6.9897724
10.0413335,-0.8353011,7.1119372
9.8423286,-0.8321530,7.2310862
9.6430358,-0.8288816,7.3473736
9.4434598,-0.8255168,7.4609406
9.2447861,-0.8221065,7.5719166
9.0448951,-0.8186400,7.6804211
8.8456780,-0.8151725,7.7865642
8.6466234,-0.8117152,7.8904478
8.4469453,-0.8082718,7.9921667
8.2478254,-0.8048765,8.0918089
8.0485282,-0.8015283,8.1894566
7.8490138,-0.7982352,8.2851864
7.6498749,-0.7950131,8.3790702
7.4505089,-0.7918560,8.4711753
7.2510546,-0.7887682,8.5615649
7.0518581,-0.7857549,8.6502985
6.8525036,-0.7828078,8.7374323
6.6530698,-0.7799251,8.8230191
6.4538137,-0.7771058,8.9071090
6.2544915,-0.7743403,8.9897494
6.0550742,-0.7716215,9.0709851
5.8557734,-0.7689440,9.1508586
5.6564616,-0.7662974,9.2294105
5.4570803,-0.7636711,9.3066793
5.2577608,-0.7610569,9.3827014
5.0583974,-0.7584434,9.4575119
4.8590919,-0.7558218,9.5311440
4.6597893,-0.7531823,9.5280121
4.4603577,-0.7505152,9.2381595
4.2611065,-0.7478184,8.9412699
4.0618593,-0.7450877,8.6367622
3.8623691,-0.7423149,8.3235187
3.6631361,-0.7395125,7.9991154
3.4639550,-0.7367058,7.6657444
3.2643818,-0.7338379,7.3200015
3.0652358,-0.7309679,6.9712433
2.8661163,-0.7284467,6.6040857
2.6660865,-0.7261993,6.2133567
2.4664693,-0.7239494,5.7950174
2.2658536,-0.7215918,5.3517896
2.0678898,-0.7190044,4.8789479
1.8663757,-0.7156624,4.3819722
1.6657533,-0.7105844,3.8260301
1.4678668,-0.7032463,3.2206175
1.2697941,-0.6890277,2.5566928
1.0729216,-0.6677483,1.7854678
0.8718087,-0.6598272,0.9859204
0.6932947,-0.6953947,0.9820019
0.6806385,-0.8987324,0.9780678
0.6829219,-1.0946517,1.7499667
0.6810897,-1.2950843,2.2696500
0.6761281,-1.4951014,2.6876635
0.6699688,-1.6925752,3.0461761
0.6632458,-1.8927483,3.3642836
0.6563131,-2.0934351,3.6525762
0.6493842,-2.2925255,3.9176582
0.6424274,-2.4917396,4.1639803
0.6354438,-2.6912441,4.3947126
0.6284629,-2.8903459,4.6122094
0.6214721,-3.0895901,4.8182763
0.6144717,-3.2891024,5.0143353
0.6074887,-3.4881885,5.2015301
0.6005030,-3.6874785,5.3807973
0.5935174,-3.8869230,5.5529158
0.5865487,-4.0860461,5.7185417
0.5795784,-4.2853699,5.8782342
0.5726133,-4.4846737,6.0324743
0.5656530,-4.6839292,6.1816797
0.5586926,-4.8832315,6.3262161
0.5517331,-5.0824980,6.4664054
0.5447692,-5.2818206,6.6025334
0.5378046,-5.4810336,6.7348548
0.5308288,-5.6803724,6.8635981
0.5238444,-5.8797005,6.9889691
0.5168584,-6.0787633,7.1111541
0.5098453,-6.2782355,7.2303222
0.5028292,-6.4774539,7.3466277
0.4958058,-6.6765716,7.4602119
0.4887632,-6.8759635,7.5712043
0.4817192,-7.0751614,7.6797245
0.4746686,-7.2743445,7.7858825
0.4676068,-7.4736797,7.8897805
0.4605449,-7.6728780,7.9915132
0.4534786,-7.8720960,8.0911686
0.4464066,-8.0713906,8.1888290
0.4393356,-8.2706005,8.2845711
0.4322622,-8.4698372,8.3784666
0.4251872,-8.6690996,8.4705830
0.4181131,-8.8683259,8.5609835
0.4110381,-9.0675744,8.6497277
0.4039636,-9.2668079,8.7368717
0.3968887,-9.4660527,8.8224684
0.3898131,-9.6653097,8.9065679
0.3827385,-9.8645157,8.9892175
0.3756605,-10.0637815,9.0704622
0.3685805,-10.2630413,9.1503444
0.3615001,-10.4622227,9.2289048
0.3544112,-10.6615152,9.3061817
0.3473180,-10.8607641,9.3822119
0.3402209,-11.0599284,9.4570301
0.3331073,-11.2592604,9.5306698
0.3259867,-11.4584711,9.6031627
0.3188614,-11.6576345,9.6745392
0.3116977,-11.8570288,9.7448284
0.3045171,-12.0561555,9.8140582
0.2974091,-12.2553503,9.8822552
0.2901226,-12.4548413,9.9494450
0.2826023,-12.6538021,10.0156522
0.2763274,-12.8530891,10.0809003
0.2714579,-13.0525734,10.1452121
0.2664378,-13.2516673,10.2086094
0.2611559,-13.4510900,10.2711130
0.2559160,-13.6502870,10.3327433
0.2505992,-13.8497559,10.3935197
0.2452319,-14.0492400,6.1755785
